symbol,name,price,changesPercentage,change,dayLow,dayHigh,yearHigh,yearLow,marketCap,priceAvg50,priceAvg200,exchange,volume,avgVolume,open,previousClose,pe,earningsAnnouncement,sharesOutstanding
TRINL,Trinity Capital Inc. - 7.00% No,25.2,0.2586,0.065,25.1767,25.2,28.14,24.57,643886233.0,25.26564,14.99,25.138205,3894.0,6960.0,25.2,25.135,,2023-03-31T00:00:00.000+0000,25551041.0
TRIP,"Tripadvisor, Inc.",19.25,6.5302,1.18,18.73,19.65,27.3,14.15,2666413981.0,16.8534,25.2,17.0141,4870880.0,2697503.0,19.13,18.07,-106.94,2024-02-12T21:00:00.000+0000,138515012.0
TRIRX,TIAA-CREF Large Cap Growth Index Fund Retirement Class,51.6,-0.2899,-0.15,0.0,51.6,51.75,0.0,10017623536.0,48.977,19.13,46.4525,0.0,0.0,,51.75,3.15,,194139991.0
TRIT,"Triterras, Inc.",1.64,0.0,0.0,1.6042,1.85,9.51,0.31,0.0,2.0014,,4.7768,650343.0,573348.0,1.85,1.64,0.0,2020-12-03T17:00:00.000+0000,0.0
TRKA,"Troika Media Group, Inc.",0.225,-1.4886,-0.0034,0.2115,0.252,24.75,0.2115,3752280.0,1.0911,1.85,3.087925,3008054.0,1073041.0,0.25,0.2284,-0.01,2023-11-13T05:00:00.000+0000,16676800.0
TRKAW,"Troika Media Group, Inc.",0.0051,104.0,0.0026,0.0012,0.0099,0.0099,0.0012,15798351.0,0.0,0.25,0.0,262799.0,0.0,0.0099,0.0025,,2023-03-31T00:00:00.000+0000,3097715833.0
TRLCX,TIAA-CREF Large Cap Value Fund,19.75,1.2821,0.25,0.0,19.75,20.89,0.0,7090487198.0,19.7614,0.0099,19.7017,0.0,0.0,,19.5,2.53,,359012010.0
TRLGX,T. Rowe Price Large-Cap Growth Fund I Class,65.94,-0.7974,-0.53,0.0,65.94,66.47,0.0,29223751637.0,62.1748,,58.18385,0.0,0.0,,66.47,3.77,,443187013.0
TRLHX,TIAA-CREF Large Cap Value Fund,19.81,1.3299,0.26,0.0,19.81,20.97,0.0,7089872374.0,19.841,,19.77295,0.0,0.0,,19.55,2.54,,357893608.0
TRLIX,TIAA-CREF Large-Cap Value Fund Institutional Class,19.82,1.2775,0.25,0.0,19.82,20.99,0.0,7115617543.0,19.8672,,19.7955,0.0,0.0,,19.57,2.54,,359011985.0
TRLUX,T. Rowe Price Large-Cap Value Fund,24.1,1.2605,0.3,0.0,24.1,24.1,0.0,3316814170.0,22.2506,,22.2,0.0,0.0,,23.800001,-147.85,,137627144.0
TRLVX,SEI Institutional Managed Trust Core Fixed Income Fund,9.65,0.8359,0.08,0.0,9.65,9.87,0.0,3413784058.0,9.155,,9.4117,0.0,0.0,,9.57,,,353760006.0
TRMB,Trimble Inc.,51.78,5.2011,2.56,49.9,51.85,62.01,39.57,12881207040.0,46.448,,49.76045,2174032.0,1599212.0,49.98,49.22,38.36,2024-02-06T13:30:00.000+0000,248768000.0
TRMCX,T. Rowe Price Mid-Cap Value Fund,30.95,2.3817,0.72,0.0,30.95,32.35,0.0,13705928702.0,29.7202,49.98,29.9418,0.0,0.0,,30.230001,4.34,,442840992.0
TRMD,TORM plc,27.42,0.3293,0.09,27.0101,27.64,36.6,22.31,2332664067.0,29.4938,,28.14525,1052687.0,554374.0,27.35,27.33,3.39,2023-11-09T05:00:00.000+0000,85071629.0
TRMIX,T. Rowe Price Mid-Cap Value Fund I Class,30.87,2.3541,0.71,0.0,30.87,32.31,0.0,13670501361.0,29.6996,27.35,29.9099,0.0,0.0,,30.160002,4.32,,442840990.0
TRMK,Trustmark Corporation,27.74,1.5745,0.43,27.36,28.58,35.58,18.96,1694092896.0,22.2538,,23.1168,348524.0,299968.0,28.07,27.31,17.78,2024-01-22T10:59:00.000+0000,61070400.0
TRML,"Tourmaline Bio, Inc.",19.1,2.965,0.55,17.74,19.505,32.9,8.9,374151925.0,19.1878,28.07,24.35045,501049.0,51712.0,18.99,18.55,,2023-11-14T21:00:00.000+0000,19589106.0
TRMR,Tremor International Ltd,4.62,6.9444,0.3,4.3401,4.76,8.59,3.155,336007980.0,3.64108,18.99,5.272045,243521.0,81022.0,4.51,4.32,-16.5,2024-03-05T05:00:00.000+0000,72729000.0
TRMT,Tremont Mortgage Trust,5.22,-3.8674042,-0.21000004,5.09,5.49,6.6,2.75,0.0,5.6294365,4.51,5.8644094,541199.0,34242.0,5.43,5.43,4.8830682881197385,2021-07-27T04:00:00.000+0000,0.0
TRNR,Interactive Strength Inc.,0.935,0.5376,0.005,0.88,0.935,7.138,0.84,13382842.0,1.0548,5.43,2.337943,7369.0,58057.0,0.91,0.93,-0.23,2024-04-03T04:00:00.000+0000,14313200.0
TRNS,"Transcat, Inc.",104.73,3.7753,3.81,101.8,105.15,115.41,65.6,924380494.0,94.0872,0.91,91.0949,50243.0,62466.0,101.88,100.92,93.51,2024-01-29T00:00:00.000+0000,8826320.0
TROCX,Touchstone Global ESG Equity Fund - Class I,24.44,1.2428,0.3,0.0,24.44,24.44,0.0,569457963.0,22.4422,101.88,22.41675,0.0,0.0,,24.140001,,,23300244.0
TROIX,T. Rowe Price Overseas Stock Fund,12.25,-1.2097,-0.15,0.0,12.25,12.52,0.0,22286073021.0,11.7204,,11.87295,0.0,0.0,,12.4,,,1819271267.0
TRON,Corner Growth Acquisition Corp. 2,11.5,0.0,0.0,11.23,11.5,12.48,9.71,72854915.0,11.2683,,10.94346,12.0,15188.0,11.23,11.5,-46.0,2023-03-31T00:00:00.000+0000,6335210.0
TRONU,Corner Growth Acquisition Corp. 2,12.15,-10.0,-1.35,12.15,12.15,13.5,9.5,72854911.0,11.512,11.23,10.91129,300.0,40.0,12.15,13.5,0.0,,5996289.0
TRONW,Corner Growth Acquisition Corp. 2,0.0161,-30.303,-0.007,0.016,0.03,0.03,0.016,101806.0,0.0,12.15,0.0,14970.0,0.0,0.0299,0.0231,,2023-03-31T00:00:00.000+0000,6323333.0
TROO,"TROOPS, Inc.",2.36,5.3571,0.12,2.24,2.365,4.99,1.9,239771280.0,3.503,0.0299,3.8063,134772.0,57511.0,2.25,2.24,-236.0,2023-11-20T10:59:00.000+0000,101598000.0
TROSX,T. Rowe Price Overseas Stock Fund,12.25,-1.1299,-0.14,0.0,12.25,12.52,0.0,22558963711.0,11.716,2.25,11.872,0.0,0.0,,12.39,,,1841548058.0
TROW,"T. Rowe Price Group, Inc.",107.32,5.226,5.33,103.95,108.79,132.76,87.43,23982800400.0,97.7394,,107.4934,3025169.0,1513584.0,104.06,101.99,15.29,2024-01-24T00:00:00.000+0000,223470000.0
TRPBX,T. Rowe Price Spectrum Moderate Allocation Fund,23.14,0.784,0.18,0.0,23.14,23.14,0.0,1974115561.0,21.901,104.06,21.9041,0.0,0.0,,22.96,,,85311822.0
TRPCX,Retirement I 2030 Fund - I Class,14.98,0.8754,0.13,0.0,14.98,14.98,0.0,11944892478.0,14.0938,,13.99635,0.0,0.0,,14.849999,,,797389351.0
TRPDX,Retirement I 2040 Fund - I Class,16.3,0.9288,0.15,0.0,16.3,16.3,0.0,10037935096.0,15.2468,,15.08225,0.0,0.0,,16.15,,,615824239.0
TRPIX,T. Rowe Price Value Fund,41.41,1.1233,0.46,0.0,41.41,41.67,0.0,26605317060.0,39.8498,,39.4377,0.0,0.0,,40.95,,,642485319.0
TRPKX,Retirement I 2045 Fund - I Class,16.81,0.961,0.16,0.0,16.81,16.81,0.0,7607460678.0,15.7064,,15.5196,0.0,0.0,,16.65,,,452555662.0
TRPMX,Retirement I 2050 Fund - I Class,16.84,0.9592,0.16,0.0,16.84,16.84,0.0,7297066481.0,15.7304,,15.5339,0.0,0.0,,16.68,,,433317487.0
TRPNX,Retirement I 2055 Fund - I Class,17.06,0.887,0.15,0.0,17.06,17.06,0.0,4599043398.0,15.9392,,15.7411,0.0,0.0,,16.91,,,269580504.0
TRPSX,TIAA-CREF Social Choice Equity Fund,25.4,0.7137,0.18,0.0,25.4,25.99,0.0,4426102171.0,24.6182,,24.22505,0.0,0.0,,25.22,2.88,,174255991.0
TRRAX,T. Rowe Price Retirement 2010 Fund,15.05,0.8713,0.13,0.0,15.05,15.2,0.0,2566609662.0,14.2904,,14.2386,0.0,0.0,,14.92,,,170538848.0
TRRBX,T. Rowe Price Retirement 2020 Fund,18.82,0.8574,0.16,0.0,18.82,19.08,0.0,9752854517.0,17.828,,17.7479,0.0,0.0,,18.66,,,518217562.0
TRRCX,T. Rowe Price Retirement 2030 Fund,25.14,0.9233,0.23,0.0,25.14,25.14,0.0,15986857974.0,23.6522,,23.5,0.0,0.0,,24.91,,,635913205.0
TRRDX,T. Rowe Price Retirement 2040 Fund,28.82,0.9104,0.26,0.0,28.82,28.82,0.0,12104319909.0,26.9672,,26.69055,0.0,0.0,,28.56,,,419997221.0
TRREX,T. Rowe Price Real Estate Fund Inc.,13.34,2.8527,0.37,0.0,13.34,13.63,0.0,903051340.0,11.66,,11.99525,0.0,0.0,,12.97,,,67695003.0
TRRFX,T. Rowe Price Retirement 2005 Fund,11.9,0.8475,0.1,0.0,11.9,11.92,0.0,882983737.0,11.3152,,11.2786,0.0,0.0,,11.799999,,,74200314.0
TRRGX,T . Rowe Price Retirement 2015 Fund,12.57,0.8828,0.11,0.0,12.57,12.7,0.0,3912051200.0,11.9224,,11.8729,0.0,0.0,,12.46,,,311221257.0
TRRHX,T. Rowe Price Retirement 2025 Fund,16.58,0.8516,0.14,0.0,16.58,16.58,0.0,11311909945.0,15.6704,,15.5849,0.0,0.0,,16.44,,,682262361.0
TRRIX,T. Rowe Price Retirement Balanced Fund,12.82,0.549,0.07,0.0,12.82,12.9,0.0,1596588031.0,12.377,,12.4187,0.0,0.0,,12.75,,,124538848.0
TRRJX,T. Rowe Price Retirement 2035 Fund,19.93,0.9625,0.19,0.0,19.93,19.93,0.0,10908036121.0,18.6784,,18.5262,0.0,0.0,,19.74,,,547317417.0
TRRKX,T. Rowe Price Retirement 2045 Fund,20.53,0.9341,0.19,0.0,20.53,20.53,0.0,7408176551.0,19.1856,,18.9645,0.0,0.0,,20.34,,,360846398.0
TRRLX,T. Rowe Price Retirement 2060 Fund,15.05,0.8713,0.13,0.0,15.05,15.05,0.0,1762033788.0,14.0624,,13.8933,0.0,0.0,,14.92,,,117078657.0
TRRMX,T. Rowe Price Retirement 2050 Fund,17.42,0.927,0.16,0.0,17.42,17.42,0.0,6577771322.0,16.2784,,16.0811,0.0,0.0,,17.26,,,377598813.0
TRRNX,T. Rowe Price Retirement 2055 Fund,18.15,0.8894,0.16,0.0,18.15,18.15,0.0,4065711314.0,16.9568,,16.75285,0.0,0.0,,17.99,,,224006133.0
TRROX,T. Rowe Price Target Retirement 2010 Fund,10.97,0.8272,0.09,0.0,10.97,10.97,0.0,67343053.0,10.4596,,10.43625,0.0,0.0,,10.88,,,6138838.0
TRRTX,T. Rowe Price Target Retirement 2015 Fund,11.28,0.8043,0.09,0.0,11.28,11.28,0.0,163461458.0,10.7504,,10.7232,0.0,0.0,,11.19,,,14491264.0
TRRUX,T. Rowe Price Target Retirement 2020 Fund,12.04,0.8375,0.1,0.0,12.04,12.04,0.0,302936297.0,11.4698,,11.4353,0.0,0.0,,11.94,,,25160822.0
TRRVX,T. Rowe Price Target Retirement 2025 Fund,13.07,0.8488,0.11,0.0,13.07,13.07,0.0,482300056.0,12.4214,,12.3712,0.0,0.0,,12.96,,,36901305.0
TRRWX,T. Rowe Price Target Retirement 2030 Fund,13.89,0.8715,0.12,0.0,13.89,13.89,0.0,561623037.0,13.145,,13.07405,0.0,0.0,,13.77,,,40433624.0
TRS,TriMas Corporation,26.9,0.1116,0.03,26.79,27.72,31.89,22.59,1114047360.0,24.4214,,25.9777,206141.0,142436.0,27.3,26.87,21.87,2024-02-21T13:00:00.000+0000,41414400.0
TRSAX,T. Rowe Price Growth Stock Fund Advisor Class,82.38,-0.4471,-0.37,0.0,82.38,84.73,0.0,65057050890.0,80.7148,27.3,76.19895,0.0,0.0,,82.75,3.0,,789718996.0
TRSCX,TIAA-CREF Social Choice Equity Fund,26.02,0.7356,0.19,0.0,26.02,26.58,0.0,4534141432.0,25.1892,,24.7917,0.0,0.0,,25.83,2.95,,174256012.0
TRSDX,TorrayResolute Small/Mid Cap Growth Fund Investor Class,8.8069,-0.0114,-0.001,0.0,8.8069,23.43,0.0,15888977.0,21.129982,,21.081446,0.0,0.0,,8.8079,,,1804151.0
TRSGX,T. Rowe Price Spectrum Moderate Growth Allocation Fund,36.95,0.7636,0.28,0.0,36.95,36.95,0.0,3143850548.0,34.7846,,34.4324,0.0,0.0,,36.670002,,,85083912.0
TRSJX,T. Rowe Price Retirement 2065 Fund,11.63,0.8673,0.1,0.0,11.63,11.63,0.0,201614482.0,10.8682,,10.7387,0.0,0.0,,11.53,,,17335725.0
TRSSX,T. Rowe Price Institutional Small-Cap Stock Fund,27.64,2.0679,0.56,0.0,27.64,27.64,0.0,5069949727.0,24.6804,,25.0616,0.0,0.0,,27.08,4.74,,183427993.0
TRST,TrustCo Bank Corp NY,31.24,1.9915,0.61,30.89,32.02,38.81,23.78,594322256.0,27.2382,,29.19235,128521.0,71790.0,31.0,30.63,8.54,2024-01-22T00:00:00.000+0000,19024400.0
TRTFX,T. Rowe Price Target Retirement 2060 Fund,14.57,0.9003,0.13,0.0,14.57,14.57,0.0,125830862.0,13.6144,31,13.4511,0.0,0.0,,14.44,,,8636298.0
TRUE,"TrueCar, Inc.",3.28,7.541,0.23,3.0891,3.29,3.49,1.76,297759056.0,2.3462,,2.32435,314291.0,178266.0,3.1,3.05,-4.37,2024-02-20T00:00:00.000+0000,90780200.0
TRULX,T. Rowe Price U.S. Large-Cap Core Fund,35.15,-0.0569,-0.02,0.0,35.15,35.17,0.0,15094652904.0,33.4122,3.1,32.1004,0.0,0.0,,35.170002,,,429435360.0
TRUP,"Trupanion, Inc.",34.79,5.9379,1.95,33.995,36.66,69.15,18.45,1445357508.0,25.3802,,30.18635,1570798.0,696865.0,34.6,32.84,-27.61,2024-02-13T10:59:00.000+0000,41545200.0
TRVG,trivago N.V.,2.44,-2.008,-0.05,2.41,2.5,10.15,2.26,168958991.0,4.1668,34.6,5.8841,129321.0,131373.0,2.41,2.49,-18.77,2024-02-05T00:00:00.000+0000,69245488.0
TRVI,"Trevi Therapeutics, Inc.",1.28,0.7874,0.01,1.22,1.33,3.5,0.97,81737728.0,1.5302,2.41,2.11975,270353.0,334003.0,1.33,1.27,-5.82,2023-11-09T00:00:00.000+0000,63857600.0
TRVLX,T. Rowe Price Value Fund,41.56,1.1192,0.46,0.0,41.56,41.75,0.0,26960256270.0,39.9356,1.33,39.53685,0.0,0.0,,41.100002,,,648706840.0
TRVN,"Trevena, Inc.",0.605,-0.3623,-0.0022,0.5702,0.63,3.28,0.508,9179605.0,0.5813,,0.82408,198952.0,336477.0,0.608,0.6072,-0.1,2023-11-07T00:00:00.000+0000,15172900.0
TSAGX,Touchstone Large Company Growth Fund,43.37,-0.4819,-0.21,0.0,43.37,45.16,0.0,124144717.0,42.2168,0.608,40.248,0.0,0.0,,43.579998,,,2862456.0
TSAT,Telesat Corporation,10.47,5.2261,0.52,10.09,10.75,22.75,6.0,141200200.0,11.2908,,10.7204,73965.0,70787.0,10.09,9.95,1.17,2023-11-06T00:00:00.000+0000,13486170.0
TSBBX,TIAA-CREF Core Impact Bond Fund,9.0,0.7839,0.07,0.0,9.0,9.2,0.0,5991222519.0,8.5834,10.09,8.8035,0.0,0.0,,8.93,,,665691391.0
TSBIX,TIAA-CREF Core Impact Bond Fund Institutional Class,9.0,0.8969,0.08,0.0,9.0,9.19,0.0,5944624128.0,8.5806,,8.8009,0.0,0.0,,8.92,,,660513792.0
TSBK,"Timberland Bancorp, Inc.",31.65,1.4098,0.44,31.34,31.84,35.5,22.11,256700775.0,28.8104,,27.62575,34046.0,15228.0,31.75,31.21,9.62,2024-01-22T00:00:00.000+0000,8110609.0
TSBPX,TIAA-CREF Core Impact Bond Fund Premier Class,9.0,0.8969,0.08,0.0,9.0,9.2,0.0,5944624128.0,8.5816,31.75,8.8031,0.0,0.0,,8.92,,,660513792.0
TSBX,Turnstone Biologics Corp.,2.2,0.9174,0.02,2.08,2.4899,13.2,1.625,50804820.0,2.6126,,5.705245,32208.0,94438.0,2.24,2.18,-0.97,2024-02-08T05:00:00.000+0000,23093100.0
TSC,"TriState Capital Holdings, Inc.",30.58,0.0,0.0,30.15,31.52,34.87,18.355,116299715.0,31.0722,2.24,29.38145,3704611.0,250054.0,30.33,30.58,19.465308720560152,2022-07-19T04:00:00.000+0000,3803130.0
TSCAP,"TriState Capital Holdings, Inc.",25.35,0.0,0.0,25.05,25.55,27.39,24.5,0.0,25.213142,30.33,25.872501,4387.0,1082.0,25.05,25.35,16.136218968809676,,0.0
TSCBP,"TriState Capital Holdings, Inc.",24.54,-0.52695245,-0.12999916,24.54,25.55,27.44,24.21,0.0,24.937641,25.05,25.959835,9527.0,2741.0,25.3898,24.67,15.620623806492679,,0.0
TSCIX,AMG TimesSquare Small Cap Growth Fund,11.93,2.1404,0.25,0.0,11.93,12.19,0.0,156590543.0,10.8294,25.3898,11.1525,0.0,0.0,,11.68,20.88,,13125779.0
TSCO,Tractor Supply Company,224.1,1.6511,3.64,220.83,225.86,251.17,185.0,24228347400.0,201.9796,,218.2184,1828819.0,1198673.0,222.9,220.46,21.86,2024-01-24T00:00:00.000+0000,108114000.0
TSCPX,AMG TimesSquare Small Cap Growth Fund Class N,11.08,2.1198,0.23,0.0,11.08,11.34,0.0,153309096.0,10.066,222.9,10.37285,0.0,0.0,,10.85,20.81,,13836561.0
TSCSX,Thrivent Small Cap Stock Fund Class S,29.26,2.7027,0.77,0.0,29.26,30.09,0.0,2517340561.0,26.2588,,27.01325,0.0,0.0,,28.49,,,86033512.0
TSDD,GraniteShares 1.5x Short TSLA Daily ETF,19.4452,-7.5359,-1.5848,19.02,20.08,29.56,18.11,1353775.0,22.50698,,21.876066,26586.0,16215.0,20.08,21.03,,,69620.0
TSDLX,T. Rowe Price Short Duration Income Fund,9.32,0.3229,0.03,0.0,9.32,9.32,0.0,48831693.0,9.1958,20.08,9.216,0.0,0.0,,9.29,,,5239452.0
TSDOX,Touchstone Ultra Short Duration Fixed Income Fund,9.12,0.0,0.0,0.0,9.12,9.12,0.0,483293114.0,9.0886,,9.0476,0.0,0.0,,9.12,,,52992666.0
TSEM,Tower Semiconductor Ltd.,30.49,1.5995,0.48,30.15,31.17,46.2,21.43,3319842670.0,25.233,,34.17605,1254024.0,942242.0,30.31,30.01,6.18,2024-02-14T13:30:00.000+0000,108883000.0
TSHA,"Taysha Gene Therapies, Inc.",1.55,-13.8889,-0.25,1.52,1.81,3.89,0.5,289788000.0,2.0473,30.31,1.449665,5151394.0,2035246.0,1.8,1.8,-0.54,2023-11-14T00:00:00.000+0000,186960000.0
TSHIX,Transamerica Multi-Asset Income - class I,13.08,1.0039,0.13,0.0,13.08,13.08,0.0,648516668.0,12.4924,1.8,12.57575,0.0,0.0,,12.95,14.38,,49580785.0
TSIB,Tishman Speyer Innovation Corp. II,10.07,0.0994,0.01,10.0601,10.07,10.07,9.695,0.0,9.984116,,9.853221,845.0,274782.0,10.0601,10.06,53.0,,0.0
TSIBU,Tishman Speyer Innovation Corp. II,10.04,-0.0995,-0.01,10.04,10.04,10.15,9.75,0.0,9.969212,10.0601,9.873125,2500.0,7159.0,10.04,10.05,33.91891891891892,,0.0
TSIBW,Tishman Speyer Innovation Corp. II,0.0008,0.0,0.0,0.0006,0.0008,0.0008,0.0006,0.0,0.0,10.04,0.0,2760.0,0.0,0.0007,0.0008,0.0,,0.0
TSIIX,Thornburg Strategic Income Fund Class I Shs,11.35,0.4425,0.05,0.0,11.35,11.35,0.0,7370208249.0,11.0368,0.0007,11.1405,0.0,0.0,,11.3,,,649357555.0
TSL,GraniteShares ETF Trust - GraniteShares 2x Long Tesla Daily ETF,17.6571,5.8579,0.9771,16.85,17.875,23.06,6.4,7109737.0,16.37374,,16.19067,59114.0,51558.0,16.85,16.68,,,402656.0
TSLA,"Tesla, Inc.",251.05,4.9145,11.76,240.79,253.88,299.29,101.81,798067866000.0,233.7302,16.85,225.5071,160015841.0,120271604.0,241.22,239.29,80.98,2024-01-23T10:59:00.000+0000,3178920000.0
TSLI,GraniteShares ETF Trust - GraniteShares 2x Long NIO Daily ETF,19.98,-0.2496,-0.05,19.64,20.01,58.205,19.46,2212505.0,26.307518,241.22,31.939625,1652.0,0.0,19.64,20.03,,,110736.0
TSLL,Direxion Daily TSLA Bull 1.5X Shares,14.76,7.3455,1.01,13.89,15.01,21.095,4.64,1089167854.0,13.7204,19.64,13.7955,22733264.0,15618588.0,13.91,13.75,71.56,,73791860.0
TSLQ,AXS TSLA Bear Daily ETF,31.47,-4.8957,-1.62,31.0801,32.88,93.89,28.22,72626686.0,34.3534,13.91,38.39685,6726245.0,3241457.0,32.86,33.09,,,2307807.0
TSLR,GraniteShares 1.75x Long TSLA Daily ETF,26.42,8.5456,2.08,24.66,26.8695,33.78,17.43,7601298.0,24.02064,32.86,25.785395,95487.0,97017.0,24.66,24.34,,,287710.0
TSLS,Direxion Daily TSLA Bear 1X Shares,18.86,-4.8916,-0.97,18.634,19.71,58.05,17.11,38086638.0,20.6085,24.66,23.344,2171105.0,1376126.0,19.68,19.83,,,2019440.0
TSLT,T-REX 2X Long Tesla Daily Target ETF,25.26,9.8261,2.26,23.41,25.78,25.88,15.81,36992942.0,21.217205,19.68,21.217205,1093866.0,326753.0,23.45,23.0,,,1464487.0
TSLZ,T-Rex 2X Inverse Tesla Daily Target ETF,25.4,-9.9291,-2.8,24.71,27.68,45.099,24.71,2723464.0,32.476204,23.45,32.476204,239672.0,55815.0,27.68,28.2,,,107223.0
TSNAX,Touchstone Sands Capital Select Growth Fund Class A,12.53,0.967,0.12,0.0,12.53,12.53,0.0,2508501389.0,11.0396,27.68,10.6391,0.0,0.0,,12.41,,,200199632.0
TSNIX,T. Rowe Price Science And Technology Fund,39.72,-0.5259,-0.21,0.0,39.72,39.93,0.0,7510811098.0,37.2756,,35.6287,0.0,0.0,,39.93,,,189093935.0
TSP,TuSimple Holdings Inc.,0.98,-2.9703,-0.03,0.96,1.07,2.89,0.75,225293183.0,1.03446,,1.50878,1875092.0,1235350.0,0.9982,1.01,-0.62,2023-11-09T00:00:00.000+0000,229891003.0
TSRI,"TSR, Inc.",8.75,0.0,0.0,8.51,8.75,10.34,5.97,18757463.0,8.5832,0.9982,7.77115,1649.0,2285.0,8.75,8.75,10.94,2024-01-08T10:59:00.000+0000,2143710.0
TSRO,"Tesaro, Inc.",,,,0.0,0.0,0.0,0.0,0.0,0.0,8.75,0.0,0.0,0.0,,,,,0.0
TSSCX,Thornburg Strategic Municipal Income Fund Class C,14.08,0.7153,0.1,0.0,14.08,14.13,0.0,306051610.0,13.5726,,13.77975,0.0,0.0,,13.98,,,21736620.0
TSVCX,Timothy Plan Small Cap Value Fund,11.21,2.7498,0.3,0.0,11.21,11.45,0.0,180961326.0,10.5614,,10.6425,0.0,0.0,,10.91,,,16142848.0
TSVIX,Transamerica Small/Mid Cap Value Class I,29.55,1.3722,0.4,0.0,29.55,29.55,0.0,961228965.0,27.3144,,27.28775,0.0,0.0,,29.15,10.79,,32528899.0
TSVT,"2seventy bio, Inc.",3.56,7.8788,0.26,3.275,3.625,15.25,1.535,180192960.0,2.8567,,7.2741,1796653.0,2088741.0,3.35,3.3,-0.94,2024-03-11T10:59:00.000+0000,50616000.0
TSWEX,TSW Large Cap Value Fund Institutional Shares,12.37,0.1619,0.02,0.0,12.37,13.13,0.0,33767564.0,12.743,3.35,12.69075,0.0,0.0,,12.349999,,,2729795.0
TSWIX,Transamerica  International Equity Class I,20.48,1.2358,0.25,0.0,20.48,20.48,0.0,4489028096.0,19.0256,,19.3927,0.0,0.0,,20.23,11.77,,219190825.0
TSYS,87352,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,2015-09-30T00:00:00.000+0000,0.0
TTCF,"Tattooed Chef, Inc.",0.158,-24.7619,-0.052,0.1551,0.1932,8.43,0.1551,13218027.0,0.7662,,1.892,13699195.0,1799808.0,0.183,0.21,-0.11532846715328467,2023-08-07T00:00:00.000+0000,83658400.0
TTD,"The Trade Desk, Inc.",76.08,2.7969,2.07,74.7,77.315,91.85,41.2,37301805498.0,73.0246,0.183,72.11385,5056359.0,4911034.0,74.995,74.01,245.42,2024-02-13T00:00:00.000+0000,490297128.0
TTDAX,Toews Tactical Defensive Alpha Fund,10.1,1.5075,0.15,0.0,10.1,10.14,0.0,81052056.0,9.234,74.995,9.44605,0.0,0.0,,9.950001,,,8024956.0
TTEC,"TTEC Holdings, Inc.",22.37,7.6516,1.59,21.41,22.65,54.2,15.27,1060883828.0,20.6654,,29.84175,296082.0,300817.0,21.41,20.78,26.01,2024-02-26T00:00:00.000+0000,47424400.0
TTEK,"Tetra Tech, Inc.",166.34,-0.7162,-1.2,164.54,169.46,173.27,131.19,8857222418.0,158.548,21.41,154.12955,312987.0,321887.0,169.28,167.54,32.62,2024-01-30T10:59:00.000+0000,53247700.0
TTGT,"TechTarget, Inc.",34.82,3.8473,1.29,34.1,35.44,52.95,23.43,988337844.0,28.4146,169.28,31.66915,212479.0,196038.0,34.15,33.53,77.38,2024-02-07T13:30:00.000+0000,28384200.0
TTMI,"TTM Technologies, Inc.",15.7,3.7673,0.57,15.37,15.725,17.46,11.13,1605246500.0,13.5694,34.15,13.39405,698188.0,707098.0,15.41,15.13,-54.14,2024-02-06T10:59:00.000+0000,102245000.0
TTMIX,T. Rowe Price Communications & Technology Fund,127.6,-0.1565,-0.2,0.0,127.6,127.8,0.0,6462787135.0,119.453,15.41,113.36425,0.0,0.0,,127.799995,2.09,,50648802.0
TTNP,"Titan Pharmaceuticals, Inc.",0.2605,-6.9643,-0.0195,0.26,0.2795,1.09,0.26,3924771.0,0.3866,,0.60075,54362.0,39003.0,0.2793,0.28,-0.64,,15066300.0
TTOO,"T2 Biosystems, Inc.",3.67,0.2732,0.01,3.6,3.8567,211.0,3.36,14864564.0,7.6216,0.2793,23.6399,147873.0,647200.0,3.73,3.66,-0.1,2023-10-12T20:30:00.000+0000,4050290.0
TTSH,"Tile Shop Holdings, Inc.",6.97,1.4556,0.1,6.76,7.02,7.02,3.97,310380373.0,5.7744,3.73,5.3865,153833.0,58441.0,6.87,6.87,26.81,2024-02-29T12:00:00.000+0000,44530900.0
TTTN,TigerShares UP Fintech China-U.S. Internet Titans ETF,43.6886,0.4798,0.2086,43.52,43.759,45.47,23.87,16680613.0,43.6886,6.87,41.37179,40960.0,0.0,43.69,43.48,,,381807.0
TTWO,"Take-Two Interactive Software, Inc.",163.89,0.472,0.77,162.4,164.85,164.85,97.21,27872444520.0,147.1156,43.69,137.2985,3009903.0,1717450.0,163.29,163.12,-18.07,2024-02-05T10:59:00.000+0000,170068000.0
TUBE,"TubeMogul, Inc.",,,,0.0,0.0,0.0,0.0,0.0,0.0,163.29,0.0,0.0,0.0,,,,2016-09-30T00:00:00.000+0000,0.0
TUEM,Tuesday Morning Corporation,0.48,0.0,0.0,0.48,0.48,49.2,0.35,0.0,0.8639816,,6.1981125,89787.0,274913.0,0.3812,0.48,0.0,2023-05-10T12:30:00.000+0000,0.0
TUG,STF Tactical Growth ETF,28.85,-0.1903,-0.055,28.83,29.06,29.06,21.33,164601684.0,27.21148,0.3812,26.475695,31559.0,16168.0,29.05,28.905,32.9,,5705431.0
TUGC,TradeUP Global Corporation,0.0,4.44915,0.0,9.36,10.25,12.6,8.6,0.0,9.874594,29.05,9.80617,90996.0,57213.0,9.5,0.0,0.0,,22564300.0
